po_number,vendor_id,prd_id,quantity_ordered,unit_cost,order_date
PO-002987,VND-053,496,26,278.45,2011-11-28
PO-002988,VND-003,499,1.2,N/A,2012-10-12
PO-002989,VND-066,576,163,181.47,07/11/2024
PO-002990,VND-020,523,231,243.35,2022-10-18
PO-002991,VND-044,588,234,$410.86,08/17/2015
PO-002992,VND-108,374,134,316,2021-03-31
PO-002993,VND-115,498,4,5.7,2023-12-22
PO-002994,VND-103,570,245,272,2014-09-14
PO-002995,VND-052,497,128,451.79,2023-10-08
PO-002996,VND-049,404,3.3,280.28,2013-07-01
PO-002997,VND-008,531,216,227.4,09/30/2023
PO-002998,VND-019,566,50,,2016-02-09
PO-002999,VND-072,497,5.3,346.71,2012-12-02
PO-003000,VND-116,588,1.2,14.18,2019-05-15
PO-003001,VND-005,553,123,82.53,08/03/2021
PO-003002,VND-104,481,63,323.37,2022-09-19
PO-003003,VND-019,467,209,312.24,04/10/2020
PO-003004,VND-064,499,93,312.42,2024-12-28
PO-003005,,551,15,$432.54,05/30/2015
PO-003006,VND-064,496,5.2,65.27,2017-05-07
PO-003007,VND-128,570,127,260.26,07/16/2011
PO-003008,VND-076,496,2,289.64,2018-04-12
PO-003009,VND-131,522,64,312.9,2018-07-09
PO-003010,VND-070,519,27,66.8,11/14/2013
PO-003011,,444,70,$165.36,2014-01-05
PO-003012,VND-021,353,99,100.72,2016-10-24
PO-003013,VND-040,353,225,,2015-07-07
PO-003014,VND-006,523,174,439.12,2019-06-21
PO-003015,VND-120,588,243,160.76,2022-06-16
PO-003016,VND-013,249,208,239,2012-09-09
PO-003017,VND-013,539,61,227.76,2020-08-13
PO-003018,VND-065,249,41,110.32,02/10/2018
PO-003019,VND-049,583,134,479,09/02/2020
PO-003020,VND-060,549,2.7,243.82,2016-07-15
PO-003021,VND-110,540,96,292.05,09/22/2019
PO-003022,VND-008,442,243,237.46,2024-03-22
PO-003023,VND-018,378,229,96.37,2018-09-05
PO-003024,,551,118,431.95,2016-08-03
PO-003025,VND-032,378,47,197.24,2024-03-01
PO-003026,VND-099,210,86,,01/07/2024
PO-003027,VND-084,243,53,451.43,2015-10-10
PO-003028,VND-055,496,33,164.97,2016-07-07
PO-003029,VND-093,564,114,N/A,01/09/2023
PO-003030,VND-110,243,7,469.63,2011-08-15
PO-003031,VND-034,523,0.7,297.67,2017-03-27
PO-003032,VND-040,430,113,365.46,12/13/2021
PO-003033,VND-096,527,224,182.1,2019-07-23
PO-003034,VND-116,211,66,431,2021-12-26
PO-003035,VND-022,484,186,38.2,2020-08-16
PO-003036,VND-032,570,1.0,254.04,2022-05-07
PO-003037,VND-036,585,22,72.49,2020-05-19
PO-003038,VND-116,544,210,,2023-12-04
PO-003039,VND-002,528,32,485.07,2023-08-19
PO-003040,VND-037,540,200,229.42,02/25/2011
PO-003041,VND-115,580,188,337,2012-08-05
PO-003042,,490,151,N/A,2019-10-05
PO-003043,VND-114,599,113,248.32,03/19/2013
PO-003044,VND-055,505,185,203.43,2021-02-04
PO-003045,VND-123,363,3.8,,11/03/2019
PO-003046,VND-043,494,238,248.05,2014-02-18
PO-003047,VND-072,536,152,246.39,2023-11-09
PO-003048,VND-038,378,111,351.42,2019-02-01
PO-003049,VND-084,398,138,341.32,2011-11-29
PO-003050,VND-038,234,4.4,210.37,09/07/2020
PO-003051,VND-034,388,23,32.53,2015-07-15
PO-003052,VND-115,471,6,,2015-04-05
PO-003053,VND-071,477,103,253.37,2013-07-06
PO-003054,VND-051,374,92,199.38,2022-09-24
PO-003055,VND-084,527,89,477.08,2017-03-14
PO-003056,VND-080,549,129,463.09,2012-08-19
PO-003057,VND-054,518,111,131,2018-05-12
PO-003058,VND-076,592,91,373.55,2015-07-24
PO-003059,VND-132,546,84,203,08/12/2016
PO-003060,VND-102,559,199,$368.81,2013-10-01
PO-003061,VND-043,572,181,308,2020-07-10
PO-003062,VND-059,544,215,483.22,2023-01-14
PO-003063,VND-100,565,13,439.47,2020-09-26
PO-003064,VND-084,604,4.4,428.75,2022-02-02
PO-003065,VND-027,548,117,457.98,2013-11-08
PO-003066,VND-080,240,231,399.27,2019-03-12
PO-003067,VND-099,479,47,51.46,2017-11-01
PO-003068,VND-109,467,174,263.35,2020-02-25
PO-003069,VND-045,471,24,12,2013-12-13
PO-003070,VND-119,562,215,337.92,02/03/2022
PO-003071,VND-040,545,193,30,2012-05-17
PO-003072,,600,189,N/A,04/12/2019
PO-003073,VND-130,573,145,235.49,2022-07-24
PO-003074,,432,233,236.69,2017-01-19
PO-003075,VND-093,494,62,71,07/02/2023
PO-003076,VND-089,442,91,223.21,2021-12-19
PO-003077,VND-065,444,80,57.84,2013-11-08
PO-003078,VND-053,514,87,,2013-03-08
PO-003079,VND-080,600,156,234.02,2015-11-14
PO-003080,VND-048,255,26,131.07,02/11/2014
PO-003081,VND-059,386,219,486.35,2016-08-06
PO-003082,VND-040,524,56,416.96,2018-05-31
PO-003083,VND-084,243,236,302.25,2013-12-14
PO-003084,VND-034,555,93,335.64,2020-11-26
PO-003085,VND-012,599,241,491.6,2017-06-15
PO-003086,VND-099,582,23,359.99,10/13/2019
PO-003087,VND-030,510,65,84.38,04/03/2015
PO-003088,VND-035,380,195,367,2020-05-20
PO-003089,VND-022,390,246,360.31,2012-04-06
PO-003090,VND-008,570,226,,07/11/2014
PO-003091,VND-015,252,56,376.55,2018-03-03
PO-003092,VND-017,255,55,74.55,2011-04-27
PO-003093,VND-065,524,73,278.01,2020-07-06
PO-003094,VND-043,528,62,402.7,2014-09-19
PO-003095,VND-040,506,202,348,2015-12-10
PO-003096,VND-115,258,192,104.34,2022-11-07
PO-003097,VND-044,603,5.3,394.87,01/04/2018
PO-003098,VND-093,508,210,456.99,2022-03-17
PO-003099,,573,236,,2020-03-27
PO-003100,VND-022,404,102,260.34,2021-01-15
PO-003101,,386,228,50.83,2012-12-24
PO-003102,VND-082,572,185,322.38,2018-12-02
PO-003103,VND-037,261,240,110.93,2019-11-23
PO-003104,VND-039,442,40,281.98,2021-08-01
PO-003105,VND-050,573,80,,2024-11-26
PO-003106,VND-084,573,23,338.49,08/05/2024
PO-003107,VND-020,552,118,$340.05,2017-11-08
PO-003108,VND-008,549,240,499.37,2018-05-14
PO-003109,VND-094,569,5.2,82.14,2022-03-10
PO-003110,VND-052,565,144,465.0,08/31/2020
PO-003111,VND-029,542,41,N/A,2023-09-04
PO-003112,VND-046,558,202,86.76,2011-05-15
PO-003113,VND-079,602,54,$390.14,2015-02-19
PO-003114,VND-087,487,226,272.45,2014-07-25
PO-003115,VND-009,596,120,391.57,2014-09-18
PO-003116,VND-059,516,12,468.98,2016-09-06
PO-003117,VND-008,506,102,407.81,2019-08-31
PO-003118,VND-065,567,70,314,08/30/2022
PO-003119,VND-104,472,204,$339.54,2016-09-18
PO-003120,VND-058,569,107,$118.63,2012-11-14
PO-003121,VND-076,463,61,N/A,2012-01-21
PO-003122,,511,49,213.31,2023-03-19
PO-003123,VND-109,434,127,393.6,2014-01-12
PO-003124,VND-001,298,225,465.54,2024-09-05
PO-003125,VND-070,605,8,80.88,2019-08-25
PO-003126,VND-011,418,212,381.13,2019-02-28
PO-003127,VND-001,561,21,27.52,2012-06-29
PO-003128,VND-058,533,214,313.1,2023-04-27
PO-003129,VND-106,526,82,289.77,2016-06-29
PO-003130,VND-095,309,164,388,2011-03-05
PO-003131,VND-047,438,45,440,2021-05-20
PO-003132,VND-030,540,124,457.01,2016-05-07
PO-003133,VND-086,357,250,449.47,2022-01-20
PO-003134,,533,248,21.42,2021-02-21
PO-003135,VND-091,597,3,N/A,2012-01-17
PO-003136,VND-098,555,46,N/A,2015-07-14
PO-003137,VND-002,228,154,N/A,2019-07-14
PO-003138,VND-076,465,189,$97.52,2016-12-13
PO-003139,VND-090,240,23,53.87,2014-08-05
PO-003140,VND-024,545,191,445.82,2018-10-08
PO-003141,VND-104,290,130,402.59,08/06/2011
PO-003142,VND-101,547,35,8,2021-07-03
PO-003143,VND-070,511,194,224.0,02/24/2013
PO-003144,VND-085,556,124,465.88,2014-10-29
PO-003145,VND-093,217,51,263.34,07/09/2011
PO-003146,VND-005,524,82,133.43,2012-05-11
PO-003147,VND-067,524,4.3,220.9,2023-04-15
PO-003148,VND-078,577,7,199.39,2012-02-10
PO-003149,VND-071,465,184,,2011-11-27
PO-003150,VND-062,574,114,363.92,2014-08-31
PO-003151,,586,61,183.7,2023-09-01
PO-003152,VND-103,475,4.9,N/A,2014-07-15
PO-003153,VND-083,240,46,203.61,2012-08-20
PO-003154,VND-116,479,122,$360.91,2021-07-09
PO-003155,VND-049,522,234,205.74,2019-10-24
PO-003156,VND-108,475,115,304.06,2013-01-03
PO-003157,VND-012,473,169,290.89,09/05/2017
PO-003158,VND-118,480,86,252.42,2013-03-28
PO-003159,VND-011,559,34,202.56,2021-06-04
PO-003160,,384,116,168.9,11/08/2021
PO-003161,VND-064,604,34,,2021-11-02
PO-003162,,590,246,228.8,06/14/2023
PO-003163,VND-020,492,187,310.55,2020-11-16
PO-003164,VND-026,546,145,393.0,2024-03-10
PO-003165,VND-062,398,225,115,2022-04-05
PO-003166,VND-094,570,3.9,447.67,2018-08-12
PO-003167,VND-092,518,156,$157.63,2023-11-27
PO-003168,VND-020,583,150,162.95,12/21/2022
PO-003169,VND-033,564,188,332.45,2018-10-12
PO-003170,VND-046,444,220,6.47,2014-06-28
PO-003171,VND-063,515,63,34.25,2014-07-18
PO-003172,VND-054,586,226,174.97,12/27/2013
PO-003173,VND-024,545,47,,2020-04-27
PO-003174,,480,93,$63.01,04/21/2021
PO-003175,VND-041,380,27,136.24,2017-11-15
PO-003176,VND-046,532,43,$45.12,2017-07-28
PO-003177,VND-087,606,61,450.12,2017-09-17
PO-003178,VND-056,479,165,451.53,2024-12-30
PO-003179,VND-083,538,45,365.58,2017-06-19
PO-003180,VND-068,505,146,$183.27,12/11/2024
PO-003181,VND-112,359,242,399.48,2012-05-15
PO-003182,VND-079,402,230,173.1,2017-03-27
PO-003183,VND-045,599,20,254.07,2023-07-05
PO-003184,VND-033,600,164,489.35,01/27/2020
PO-003185,VND-008,572,69,11.56,2017-12-02
PO-003186,VND-099,228,222,209.54,2024-03-29
PO-003187,VND-112,380,204,456.87,2017-12-10
PO-003188,,496,0.9,$221.7,2025-02-07
PO-003189,VND-024,491,4.1,210.58,2011-03-15
PO-003190,VND-026,533,238,$272.86,09/14/2016
PO-003191,VND-088,374,45,198.6,2022-06-21
PO-003192,VND-021,505,2.8,193.46,2024-11-03
PO-003193,VND-036,388,0.8,46.96,02/25/2021
PO-003194,VND-002,574,216,127.11,01/22/2014
PO-003195,VND-123,558,133,422.31,2020-06-28
PO-003196,VND-045,578,112,377.99,2024-06-13
PO-003197,VND-082,463,2.0,237.27,08/27/2024
PO-003198,VND-029,509,5,361.35,2022-12-28
PO-003199,VND-084,479,138,7.2,2019-04-11
PO-003200,VND-033,497,112,437.91,2016-02-27
PO-003201,VND-086,571,109,428.02,2023-05-16
PO-003202,VND-064,510,2.9,N/A,01/05/2019
PO-003203,VND-128,484,43,192.95,12/14/2012
PO-003204,VND-073,225,34,N/A,2017-05-29
PO-003205,VND-123,565,83,124.0,2017-07-31
PO-003206,VND-065,526,242,23.84,2017-03-14
PO-003207,VND-050,492,58,430.56,2020-05-11
PO-003208,VND-102,384,44,168.82,11/28/2018
PO-003209,VND-057,527,217,45.73,2023-05-10
PO-003210,VND-119,386,151,$454.35,2018-04-13
PO-003211,VND-118,519,42,313.97,2023-08-14
PO-003212,VND-079,567,0.8,260.92,2024-02-12
PO-003213,,553,23,358.68,10/25/2020
PO-003214,VND-079,599,228,419.39,2017-05-06
PO-003215,VND-028,582,223,354.19,2012-07-20
PO-003216,VND-011,489,112,15.77,2024-10-17
PO-003217,VND-054,472,227,39.13,2018-12-11
PO-003218,VND-061,378,167,177.92,2022-10-15
PO-003219,VND-095,539,1.0,38,2015-03-25
PO-003220,VND-111,432,189,$119.55,2019-08-17
PO-003221,VND-013,545,64,403.15,2019-05-20
PO-003222,VND-087,564,23,455.74,2015-01-20
PO-003223,VND-010,234,239,363.81,2014-07-21
PO-003224,VND-062,528,219,383.8,2020-04-07
PO-003225,VND-042,494,15,450.26,2017-12-23
PO-003226,VND-120,588,92,$362.35,2024-10-03
PO-003227,VND-086,434,96,412.18,2012-02-18
PO-003228,VND-034,408,225,185.79,2014-01-13
PO-003229,VND-090,543,192,$234.93,2012-07-26
PO-003230,,376,109,222.81,2016-08-13
PO-003231,VND-018,601,79,$241.37,2018-03-05
PO-003232,VND-078,472,66,229.32,06/03/2020
PO-003233,VND-008,400,14,166.96,2023-12-26
PO-003234,VND-092,234,190,$479.1,2014-10-15
PO-003235,VND-106,355,140,135.91,08/17/2015
PO-003236,VND-012,561,212,477.09,2023-07-19
PO-003237,VND-012,508,86,38.27,2024-07-13
PO-003238,VND-117,510,76,226,2024-02-05
PO-003239,VND-115,559,1.8,91,2018-03-18
PO-003240,VND-119,598,127,168.47,2014-07-03
PO-003241,VND-070,560,125,176.59,2011-03-18
PO-003242,VND-007,601,174,$214.64,2017-10-03
PO-003243,VND-102,363,179,399.74,2018-09-16
PO-003244,VND-098,234,127,352.02,2012-09-20
PO-003245,VND-014,442,4,295.77,2016-07-26
PO-003246,VND-037,499,216,175.93,2012-12-20
PO-003247,VND-092,432,195,202.81,2022-04-12
PO-003248,VND-013,500,109,,2022-04-06
PO-003249,VND-123,600,178,418.75,2022-05-25
PO-003250,VND-057,553,229,26.36,2012-10-25
PO-003251,VND-056,573,3.3,64.11,2016-05-11
PO-003252,VND-082,495,49,134.1,2012-08-10
PO-003253,VND-051,511,18,45.35,2012-09-03
PO-003254,VND-061,599,143,N/A,2020-08-20
PO-003255,VND-077,487,147,$256.2,2019-09-13
PO-003256,VND-012,556,58,85.21,2020-02-28
PO-003257,VND-053,556,47,177.03,2016-10-29
PO-003258,VND-020,467,1.1,205.66,10/05/2012
PO-003259,VND-053,434,193,287.48,2011-03-23
PO-003260,VND-094,576,3.1,116.98,2020-07-15
PO-003261,VND-025,418,1.4,107.01,2020-06-03
PO-003262,VND-054,568,43,$262.81,12/30/2021
PO-003263,VND-002,591,4.7,105.6,2011-01-16
PO-003264,VND-073,400,78,N/A,11/10/2013
PO-003265,VND-045,363,59,$420.33,2015-08-23
PO-003266,VND-104,382,1.7,6,2023-06-28
PO-003267,VND-093,590,85,492.56,08/17/2020
PO-003268,VND-028,576,224,55.97,2012-07-03
PO-003269,VND-012,529,155,469.93,2014-09-02
PO-003270,VND-032,510,241,242.68,2020-07-04
PO-003271,VND-118,493,72,100.28,07/10/2016
PO-003272,VND-098,400,154,496.62,01/08/2022
PO-003273,VND-048,572,171,331.77,2022-01-01
PO-003274,VND-019,586,177,228.56,2016-08-17
PO-003275,VND-114,597,95,230.11,2025-02-28
PO-003276,VND-119,511,73,N/A,2012-07-03
PO-003277,VND-070,501,186,255.14,2023-02-25
PO-003278,VND-098,281,71,223.65,2014-10-18
PO-003279,VND-055,595,220,209.9,2023-11-19
PO-003280,VND-024,374,207,$58.72,2022-05-25
PO-003281,VND-097,554,7,,05/09/2018
PO-003282,VND-119,477,76,426.97,08/15/2023
PO-003283,VND-116,514,20,122.67,2018-03-05
PO-003284,VND-047,222,245,,2020-10-19
PO-003285,VND-096,504,185,224.58,2024-01-25
PO-003286,VND-090,599,94,392,2015-09-03
PO-003287,VND-002,357,73,320.37,2015-03-23
PO-003288,VND-107,493,105,267.87,2019-08-03
PO-003289,VND-092,376,4.7,318.77,2020-10-30
PO-003290,VND-010,386,5.0,201.03,2023-04-26
PO-003291,VND-003,432,58,128.86,2015-12-06
PO-003292,VND-066,210,26,349.78,2019-06-02
PO-003293,VND-040,418,126,162.24,2018-04-24
PO-003294,VND-034,284,186,297.22,2021-02-08
PO-003295,VND-058,550,127,124.34,2018-08-31
PO-003296,VND-070,519,15,N/A,2018-12-08
PO-003297,VND-082,402,226,161.54,02/13/2013
PO-003298,VND-094,234,133,11.99,2022-05-27
PO-003299,VND-116,490,120,$11.43,2017-08-04
PO-003300,VND-006,525,130,136,2024-01-03
PO-003301,VND-100,537,217,288.37,03/13/2016
PO-003302,VND-038,309,148,473.43,2011-09-23
PO-003303,VND-021,353,4,67.3,2012-07-08
PO-003304,VND-097,400,18,483.41,2016-09-04
PO-003305,VND-049,563,192,150.43,2011-12-09
PO-003306,VND-074,490,160,411.12,2017-05-04
PO-003307,VND-020,473,182,212.28,2016-02-13
PO-003308,,571,43,N/A,2020-08-25
PO-003309,VND-117,281,200,163,2018-03-07
PO-003310,VND-114,530,137,148.65,2015-10-07
PO-003311,,306,105,346.84,2015-05-12
PO-003312,VND-094,524,47,194.03,2015-08-03
PO-003313,VND-048,489,142,115.12,02/06/2011
PO-003314,VND-127,540,88,227.29,05/13/2013
PO-003315,VND-069,590,209,278.57,2022-01-24
PO-003316,VND-009,384,114,221.74,2011-10-01
PO-003317,VND-026,467,4,11.41,2022-04-17
PO-003318,VND-083,574,195,332.88,2022-11-19
PO-003319,VND-064,258,104,421.56,2018-04-05
PO-003320,VND-014,587,81,181.42,2016-10-20
PO-003321,VND-112,486,243,$268.26,12/11/2020
PO-003322,VND-057,577,155,29.02,2018-04-01
PO-003323,VND-015,605,210,369.23,2022-09-04
PO-003324,VND-076,498,118,369.33,2016-08-07
PO-003325,VND-009,579,222,N/A,2011-10-31
PO-003326,VND-070,598,18,N/A,2024-08-24
PO-003327,VND-009,402,82,217.02,2020-09-24
PO-003328,VND-102,498,177,107.25,2025-01-11
PO-003329,VND-086,502,197,31.53,2014-05-19
PO-003330,VND-119,545,164,100.23,2018-07-25
PO-003331,VND-037,583,233,48.89,2015-07-18
PO-003332,VND-053,388,177,317.81,2022-10-13
PO-003333,VND-035,533,207,446.67,2021-05-18
PO-003334,,585,167,245,2021-07-12
PO-003335,VND-095,406,25,434.57,12/15/2020
PO-003336,VND-099,556,24,$357.8,2024-09-11
PO-003337,VND-104,588,5.1,205,2016-01-01
PO-003338,VND-035,597,129,174.15,2016-05-25
PO-003339,VND-044,547,228,,2023-02-03
PO-003340,VND-008,465,58,452.77,2016-11-10
PO-003341,VND-027,493,223,157.63,2014-05-19
PO-003342,VND-050,523,213,$294.19,2023-04-06
PO-003343,VND-021,599,16,90.45,2014-02-14
PO-003344,VND-041,570,113,344.19,2023-01-10
PO-003345,VND-003,557,93,92.66,2023-01-27
PO-003346,VND-092,438,20,125.82,06/29/2017
PO-003347,VND-015,530,101,82,2017-08-01
PO-003348,VND-029,589,80,260.21,04/27/2011
PO-003349,VND-012,571,207,135,03/16/2022
PO-003350,VND-094,234,25,475.62,2015-12-29
PO-003351,VND-052,520,193,273,2020-03-29
PO-003352,VND-041,602,3.6,457.33,02/19/2018
PO-003353,VND-080,500,215,5.91,2019-06-27
PO-003354,VND-124,597,107,371.19,07/29/2020
PO-003355,VND-001,485,5,223.89,2015-02-05
PO-003356,VND-116,572,233,$192.97,07/11/2018
PO-003357,VND-005,516,126,147.51,01/02/2018
PO-003358,VND-021,284,15,N/A,12/15/2015
PO-003359,VND-030,544,89,130.85,02/21/2017
PO-003360,VND-039,574,176,89.91,2021-05-03
PO-003361,VND-091,578,2.2,20,07/16/2011
PO-003362,VND-035,548,239,103.6,2020-09-23
PO-003363,VND-080,604,66,37.66,2012-10-22
PO-003364,VND-041,602,46,411.24,2023-05-23
PO-003365,VND-137,577,131,499.71,2023-04-24
PO-003366,VND-054,550,5.3,305.6,2013-06-25
PO-003367,VND-105,252,59,74,2012-01-08
PO-003368,VND-140,563,14,482.29,06/17/2024
PO-003369,VND-136,398,154,80.22,03/13/2019
PO-003370,VND-040,485,5.0,352,08/02/2023
PO-003371,VND-049,475,150,81.41,2021-10-22
PO-003372,VND-003,408,7,322.08,12/29/2018
PO-003373,VND-090,472,152,260.09,06/13/2017
PO-003374,VND-104,479,131,N/A,2018-06-18
PO-003375,VND-117,490,33,,2018-07-03
PO-003376,VND-085,249,74,288.33,2014-10-27
PO-003377,VND-065,361,65,N/A,2013-05-28
PO-003378,VND-049,510,228,142.14,06/30/2015
PO-003379,VND-067,603,76,$301.44,2019-11-20
PO-003380,VND-031,510,15,$426.34,02/10/2011
PO-003381,VND-001,552,1,260.8,2016-11-27
PO-003382,VND-119,372,174,325,2014-06-14
PO-003383,VND-034,503,5,305.81,2017-11-12
PO-003384,VND-051,372,111,148.39,2021-11-01
PO-003385,VND-101,306,103,39.4,2012-02-25
PO-003386,VND-077,261,63,443.77,2016-11-13
PO-003387,VND-085,442,5.2,$182.16,2022-07-22
PO-003388,VND-118,511,3.7,101,2014-01-16
PO-003389,VND-033,484,8,130.71,07/15/2023
PO-003390,VND-042,526,70,104.84,12/18/2021
PO-003391,VND-006,480,244,290.08,2021-01-30
PO-003392,VND-121,503,100,177,2022-12-23
PO-003393,VND-053,303,9,387.79,2021-02-09
PO-003394,VND-055,548,187,461.64,2018-09-11
PO-003395,VND-016,590,248,,2011-06-15
PO-003396,VND-006,531,234,56.52,2017-03-26
PO-003397,VND-062,261,109,300,2022-05-10
PO-003398,VND-064,404,64,39.72,2019-09-07
PO-003399,VND-060,552,108,456.89,01/25/2023
PO-003400,VND-066,587,213,484.56,08/21/2019
PO-003401,VND-024,535,160,269.34,2024-02-29
PO-003402,VND-093,559,4.8,267.26,2014-09-10
PO-003403,VND-078,495,50,117.32,2018-10-19
PO-003404,VND-057,434,83,204.76,2017-03-28
PO-003405,VND-059,602,66,356.44,01/22/2022
PO-003406,VND-001,211,4.1,225.06,2017-01-28
PO-003407,VND-120,361,2.6,25,2014-05-05
PO-003408,VND-081,515,42,283.1,2024-08-14
PO-003409,VND-043,384,53,133.02,2018-05-28
PO-003410,VND-101,563,222,399.5,2021-11-20
PO-003411,VND-027,515,211,N/A,05/19/2024
PO-003412,VND-050,540,119,N/A,2020-12-27
PO-003413,VND-066,261,215,97.82,2016-06-16
PO-003414,VND-098,561,2.6,$232.5,2014-03-16
PO-003415,VND-001,606,122,116.08,2015-05-17
PO-003416,VND-023,499,204,150.29,2012-05-16
PO-003417,VND-054,536,38,499.83,2013-03-26
PO-003418,VND-080,590,120,217.84,2014-06-29
PO-003419,,604,179,286.89,2018-04-22
PO-003420,VND-029,541,26,361.05,2011-07-12
PO-003421,VND-024,522,4.1,475.62,2014-01-14
PO-003422,VND-044,540,108,243.83,2016-03-16
PO-003423,VND-053,529,132,328.42,2012-03-19
PO-003424,VND-054,587,82,352.95,2020-10-10
PO-003425,VND-010,467,180,495.4,2015-02-22
PO-003426,VND-106,582,4.5,222.33,2014-01-11
PO-003427,VND-001,493,163,82.6,03/30/2018
PO-003428,VND-056,554,86,87.5,07/22/2013
PO-003429,VND-064,550,94,38.55,09/28/2020
PO-003430,,495,48,192.19,08/25/2022
PO-003431,VND-090,553,92,189.28,2023-07-07
PO-003432,VND-060,214,90,490.98,2018-01-26
PO-003433,VND-051,237,137,399.93,2014-07-05
PO-003434,VND-047,582,215,N/A,2013-11-03
PO-003435,VND-025,491,153,202.59,2024-03-20
PO-003436,,575,171,186.27,2011-07-24
PO-003437,VND-061,587,20,N/A,2024-03-04
PO-003438,VND-046,440,5.3,102.95,09/07/2022
PO-003439,VND-046,545,172,496.82,2016-08-19
PO-003440,VND-037,516,102,191.47,2014-07-30
PO-003441,VND-034,382,33,N/A,09/05/2020
PO-003442,,583,1,266.37,2021-01-31
PO-003443,VND-011,567,70,420.84,2024-01-27
PO-003444,VND-106,487,196,,2016-08-18
PO-003445,VND-055,541,194,,2013-09-05
PO-003446,VND-003,492,207,436.95,2011-04-27
PO-003447,VND-063,478,1.6,17.46,05/23/2022
PO-003448,VND-016,587,13,490.56,2023-05-27
PO-003449,VND-072,594,111,$297.7,2018-08-27
PO-003450,VND-107,467,25,210.35,2015-02-19
PO-003451,VND-088,284,245,,06/30/2011
PO-003452,VND-107,476,30,344.28,2021-01-18
PO-003453,VND-027,511,14,405.32,2023-09-11
PO-003454,VND-036,559,186,42.05,2023-07-24
PO-003455,VND-022,210,21,133.56,2011-02-06
PO-003456,VND-049,536,224,212.69,2020-05-11
PO-003457,VND-030,225,148,425.44,2022-06-28
PO-003458,VND-104,511,26,179.1,2022-03-30
PO-003459,VND-097,554,49,$69.44,2014-03-27
PO-003460,,380,229,491.13,01/27/2016
PO-003461,VND-026,515,56,286.41,08/25/2019
PO-003462,VND-045,549,130,345.48,02/22/2019
PO-003463,VND-043,237,95,408.71,2015-06-28
PO-003464,VND-065,541,145,257.42,2014-02-27
PO-003465,VND-053,505,51,333.83,2011-05-05
PO-003466,VND-059,586,62,121.8,03/09/2014
PO-003467,VND-035,361,157,353.34,07/17/2021
PO-003468,VND-065,553,200,87,08/10/2018
PO-003469,VND-003,295,128,486.71,2014-01-04
PO-003470,VND-003,374,170,$146.7,2023-08-26
PO-003471,VND-038,303,215,349.78,2019-03-08
PO-003472,VND-026,471,32,$218.44,2011-09-09
PO-003473,VND-119,556,228,321.67,07/29/2020
PO-003474,VND-089,572,14,53.31,2016-10-06
PO-003475,VND-077,463,64,423.86,2012-05-18
PO-003476,VND-089,549,183,312.33,2011-05-27
PO-003477,VND-102,482,84,116.86,2015-12-22
PO-003478,VND-050,605,116,$230.71,2014-01-02
PO-003479,VND-008,390,169,$265.14,2020-12-31
PO-003480,VND-040,544,9,192.34,2013-02-02
